1.020E-01 3.439E-01 -9.545E-02 2.747E-04 -1.159E-01 -1.067E-02 -7.505E-02 1.122E-02
1.070E-01 4.420E-01 -8.634E-02 -7.953E-03 -1.059E-01 -2.012E-02 -6.675E-02 4.210E-03
1.123E-01 5.454E-01 -7.276E-02 -2.015E-02 -9.098E-02 -3.390E-02 -5.454E-02 -6.400E-03
1.156E-01 6.373E-01 -5.688E-02 -3.438E-02 -7.327E-02 -4.967E-02 -4.049E-02 -1.909E-02
1.921E-01 3.502E-01 -1.590E-01 1.732E-02 -1.957E-01 -2.020E-03 -1.223E-01 3.667E-02
1.951E-01 4.459E-01 -1.367E-01 3.217E-03 -1.708E-01 -1.775E-02 -1.025E-01 2.418E-02
1.969E-01 5.458E-01 -1.081E-01 -1.709E-02 -1.388E-01 -4.014E-02 -7.734E-02 5.950E-03
1.982E-01 6.475E-01 -7.605E-02 -4.413E-02 -1.029E-01 -6.983E-02 -4.924E-02 -1.842E-02
2.922E-01 3.521E-01 -1.894E-01 4.883E-02 -2.385E-01 2.403E-02 -1.404E-01 7.364E-02
2.971E-01 4.441E-01 -1.578E-01 3.307E-02 -2.034E-01 6.324E-03 -1.121E-01 5.982E-02
2.951E-01 5.451E-01 -1.174E-01 6.453E-03 -1.580E-01 -2.286E-02 -7.670E-02 3.576E-02
2.895E-01 6.490E-01 -7.347E-02 -3.077E-02 -1.084E-01 -6.345E-02 -3.851E-02 1.922E-03
3.831E-01 3.461E-01 -1.851E-01 7.900E-02 -2.394E-01 5.239E-02 -1.307E-01 1.056E-01
3.895E-01 4.545E-01 -1.399E-01 6.028E-02 -1.893E-01 3.145E-02 -9.042E-02 8.911E-02
3.924E-01 5.502E-01 -9.463E-02 3.566E-02 -1.390E-01 4.131E-03 -5.025E-02 6.720E-02
3.790E-01 6.446E-01 -5.327E-02 -3.024E-03 -9.216E-02 -3.809E-02 -1.437E-02 3.204E-02
4.732E-01 3.461E-01 -1.544E-01 1.021E-01 -2.084E-01 7.571E-02 -1.005E-01 1.285E-01
4.766E-01 4.495E-01 -1.102E-01 8.514E-02 -1.592E-01 5.690E-02 -6.122E-02 1.134E-01
4.849E-01 5.391E-01 -6.496E-02 6.564E-02 -1.090E-01 3.524E-02 -2.093E-02 9.605E-02
4.701E-01 6.349E-01 -2.537E-02 3.001E-02 -6.463E-02 -4.057E-03 1.390E-02 6.409E-02
