1.020E-01 3.439E-01 -2.625E-03 -2.068E-02 -3.380E-03 -2.350E-02 -1.870E-03 -1.786E-02
1.070E-01 4.420E-01 -9.660E-04 -2.203E-02 -1.628E-03 -2.509E-02 -3.037E-04 -1.897E-02
1.123E-01 5.454E-01 1.692E-03 -2.050E-02 1.263E-03 -2.343E-02 2.120E-03 -1.757E-02
1.156E-01 6.373E-01 4.219E-03 -1.641E-02 4.065E-03 -1.886E-02 4.373E-03 -1.396E-02
1.921E-01 3.502E-01 -6.832E-04 -4.175E-02 -1.475E-03 -4.718E-02 1.091E-04 -3.631E-02
1.951E-01 4.459E-01 2.138E-03 -4.327E-02 1.549E-03 -4.895E-02 2.727E-03 -3.759E-02
1.969E-01 5.458E-01 5.572E-03 -3.918E-02 5.322E-03 -4.440E-02 5.822E-03 -3.396E-02
1.982E-01 6.475E-01 8.885E-03 -3.222E-02 8.999E-03 -3.662E-02 8.772E-03 -2.783E-02
2.922E-01 3.521E-01 4.115E-03 -5.866E-02 3.630E-03 -6.615E-02 4.600E-03 -5.116E-02
2.971E-01 4.441E-01 7.971E-03 -6.188E-02 7.769E-03 -6.981E-02 8.173E-03 -5.394E-02
2.951E-01 5.451E-01 1.184E-02 -5.728E-02 1.202E-02 -6.469E-02 1.167E-02 -4.988E-02
2.895E-01 6.490E-01 1.444E-02 -4.600E-02 1.496E-02 -5.203E-02 1.392E-02 -3.997E-02
3.831E-01 3.461E-01 8.972E-03 -6.729E-02 8.883E-03 -7.582E-02 9.062E-03 -5.877E-02
3.895E-01 4.545E-01 1.425E-02 -7.150E-02 1.456E-02 -8.058E-02 1.394E-02 -6.241E-02
3.924E-01 5.502E-01 1.780E-02 -6.556E-02 1.847E-02 -7.393E-02 1.712E-02 -5.719E-02
3.790E-01 6.446E-01 1.920E-02 -5.458E-02 2.010E-02 -6.161E-02 1.829E-02 -4.756E-02
4.732E-01 3.461E-01 1.387E-02 -7.154E-02 1.421E-02 -8.057E-02 1.352E-02 -6.252E-02
4.766E-01 4.495E-01 1.908E-02 -7.613E-02 1.982E-02 -8.576E-02 1.834E-02 -6.651E-02
4.849E-01 5.391E-01 2.257E-02 -7.185E-02 2.365E-02 -8.095E-02 2.148E-02 -6.274E-02
4.701E-01 6.349E-01 2.338E-02 -6.114E-02 2.463E-02 -6.893E-02 2.213E-02 -5.335E-02
