1.020E-01 3.439E-01 -1.529E-01 3.136E-02 -1.810E-01 2.282E-02 -1.247E-01 3.991E-02
1.070E-01 4.420E-01 -1.712E-01 3.834E-02 -2.023E-01 2.980E-02 -1.402E-01 4.688E-02
1.123E-01 5.454E-01 -1.927E-01 4.628E-02 -2.270E-01 3.781E-02 -1.585E-01 5.475E-02
1.156E-01 6.373E-01 -2.109E-01 5.289E-02 -2.479E-01 4.459E-02 -1.739E-01 6.118E-02
1.921E-01 3.502E-01 -2.672E-01 6.853E-02 -3.176E-01 5.393E-02 -2.167E-01 8.312E-02
1.951E-01 4.459E-01 -2.899E-01 7.688E-02 -3.435E-01 6.278E-02 -2.364E-01 9.098E-02
1.969E-01 5.458E-01 -3.142E-01 8.512E-02 -3.710E-01 7.163E-02 -2.574E-01 9.862E-02
1.982E-01 6.475E-01 -3.386E-01 9.269E-02 -3.985E-01 7.979E-02 -2.786E-01 1.056E-01
2.922E-01 3.521E-01 -3.454E-01 1.077E-01 -4.132E-01 8.887E-02 -2.777E-01 1.265E-01
2.971E-01 4.441E-01 -3.753E-01 1.167E-01 -4.469E-01 9.842E-02 -3.037E-01 1.349E-01
2.951E-01 5.451E-01 -4.065E-01 1.238E-01 -4.817E-01 1.065E-01 -3.312E-01 1.412E-01
2.895E-01 6.490E-01 -4.356E-01 1.294E-01 -5.140E-01 1.129E-01 -3.573E-01 1.458E-01
3.831E-01 3.461E-01 -3.678E-01 1.345E-01 -4.433E-01 1.137E-01 -2.923E-01 1.552E-01
3.895E-01 4.545E-01 -4.081E-01 1.439E-01 -4.885E-01 1.239E-01 -3.276E-01 1.640E-01
3.924E-01 5.502E-01 -4.471E-01 1.515E-01 -5.321E-01 1.322E-01 -3.620E-01 1.708E-01
3.790E-01 6.446E-01 -4.828E-01 1.547E-01 -5.715E-01 1.363E-01 -3.942E-01 1.732E-01
4.732E-01 3.461E-01 -3.534E-01 1.512E-01 -4.299E-01 1.301E-01 -2.769E-01 1.724E-01
4.766E-01 4.495E-01 -3.951E-01 1.582E-01 -4.763E-01 1.378E-01 -3.138E-01 1.786E-01
4.849E-01 5.391E-01 -4.341E-01 1.645E-01 -5.199E-01 1.447E-01 -3.483E-01 1.843E-01
4.701E-01 6.349E-01 -4.833E-01 1.686E-01 -5.746E-01 1.493E-01 -3.921E-01 1.878E-01
