 1.020E-01    3.439E-01   -1.159E-01   -1.067E-02
 1.070E-01    4.420E-01   -1.059E-01   -2.012E-02
 1.123E-01    5.454E-01   -9.098E-02   -3.390E-02
 1.156E-01    6.373E-01   -7.327E-02   -4.967E-02
 1.921E-01    3.502E-01   -1.957E-01   -2.020E-03
 1.951E-01    4.459E-01   -1.708E-01   -1.775E-02
 1.969E-01    5.458E-01   -1.388E-01   -4.014E-02
 1.982E-01    6.475E-01   -1.029E-01   -6.983E-02
 2.922E-01    3.521E-01   -2.385E-01    2.403E-02
 2.971E-01    4.441E-01   -2.034E-01    6.324E-03
 2.951E-01    5.451E-01   -1.580E-01   -2.286E-02
 2.895E-01    6.490E-01   -1.084E-01   -6.345E-02
 3.831E-01    3.461E-01   -2.394E-01    5.239E-02
 3.895E-01    4.545E-01   -1.893E-01    3.145E-02
 3.924E-01    5.502E-01   -1.390E-01    4.131E-03
 3.790E-01    6.446E-01   -9.216E-02   -3.809E-02
 4.732E-01    3.461E-01   -2.084E-01    7.571E-02
 4.766E-01    4.495E-01   -1.592E-01    5.690E-02
 4.849E-01    5.391E-01   -1.090E-01    3.524E-02
 4.701E-01    6.349E-01   -6.463E-02   -4.057E-03
