 1.020E-01    3.439E-01   -1.064E-03    1.197E-02
 1.070E-01    4.420E-01    5.025E-04    1.556E-02
 1.123E-01    5.454E-01    2.669E-03    1.844E-02
 1.156E-01    6.373E-01    4.514E-03    1.932E-02
 1.921E-01    3.502E-01   -4.003E-03    2.418E-02
 1.951E-01    4.459E-01   -1.876E-03    2.805E-02
 1.969E-01    5.458E-01    1.055E-03    2.938E-02
 1.982E-01    6.475E-01    3.905E-03    2.922E-02
 2.922E-01    3.521E-01   -9.378E-03    3.317E-02
 2.971E-01    4.441E-01   -7.121E-03    3.744E-02
 2.951E-01    5.451E-01   -2.943E-03    3.822E-02
 2.895E-01    6.490E-01    1.320E-03    3.524E-02
 3.831E-01    3.461E-01   -1.516E-02    3.730E-02
 3.895E-01    4.545E-01   -1.228E-02    4.201E-02
 3.924E-01    5.502E-01   -7.529E-03    4.117E-02
 3.790E-01    6.446E-01   -2.199E-03    3.781E-02
 4.732E-01    3.461E-01   -2.080E-02    3.918E-02
 4.766E-01    4.495E-01   -1.796E-02    4.353E-02
 4.849E-01    5.391E-01   -1.325E-02    4.302E-02
 4.701E-01    6.349E-01   -6.591E-03    3.946E-02
