1.020E-01 3.439E-01 -1.064E-03 1.197E-02 -5.008E-04 1.138E-02 -1.627E-03 1.256E-02
1.070E-01 4.420E-01 5.025E-04 1.556E-02 9.640E-04 1.471E-02 4.097E-05 1.641E-02
1.123E-01 5.454E-01 2.669E-03 1.844E-02 2.926E-03 1.736E-02 2.412E-03 1.953E-02
1.156E-01 6.373E-01 4.514E-03 1.932E-02 4.551E-03 1.813E-02 4.477E-03 2.051E-02
1.921E-01 3.502E-01 -4.003E-03 2.418E-02 -2.938E-03 2.271E-02 -5.067E-03 2.566E-02
1.951E-01 4.459E-01 -1.876E-03 2.805E-02 -9.862E-04 2.630E-02 -2.765E-03 2.981E-02
1.969E-01 5.458E-01 1.055E-03 2.938E-02 1.616E-03 2.750E-02 4.947E-04 3.127E-02
1.982E-01 6.475E-01 3.905E-03 2.922E-02 4.116E-03 2.731E-02 3.695E-03 3.113E-02
2.922E-01 3.521E-01 -9.378E-03 3.317E-02 -7.610E-03 3.102E-02 -1.115E-02 3.533E-02
2.971E-01 4.441E-01 -7.121E-03 3.744E-02 -5.543E-03 3.498E-02 -8.699E-03 3.991E-02
2.951E-01 5.451E-01 -2.943E-03 3.822E-02 -1.844E-03 3.568E-02 -4.041E-03 4.076E-02
2.895E-01 6.490E-01 1.320E-03 3.524E-02 1.860E-03 3.287E-02 7.797E-04 3.760E-02
3.831E-01 3.461E-01 -1.516E-02 3.730E-02 -1.271E-02 3.482E-02 -1.762E-02 3.977E-02
3.895E-01 4.545E-01 -1.228E-02 4.201E-02 -1.009E-02 3.919E-02 -1.448E-02 4.482E-02
3.924E-01 5.502E-01 -7.529E-03 4.117E-02 -5.912E-03 3.839E-02 -9.147E-03 4.395E-02
3.790E-01 6.446E-01 -2.199E-03 3.781E-02 -1.261E-03 3.525E-02 -3.136E-03 4.038E-02
4.732E-01 3.461E-01 -2.080E-02 3.918E-02 -1.769E-02 3.654E-02 -2.390E-02 4.181E-02
4.766E-01 4.495E-01 -1.796E-02 4.353E-02 -1.512E-02 4.059E-02 -2.080E-02 4.647E-02
4.849E-01 5.391E-01 -1.325E-02 4.302E-02 -1.098E-02 4.010E-02 -1.552E-02 4.595E-02
4.701E-01 6.349E-01 -6.591E-03 3.946E-02 -5.156E-03 3.677E-02 -8.025E-03 4.214E-02
