#bin         Q2          x          W          z         pt     xs_inc     xs_pip     xs_pim        N_inc        N_pip        N_pim     mulp_pip     mulp_pim         Asym        Astat           Ax
   0     1.2512     0.0100    11.2260     0.2513     0.5592     2.9167     2.3936     2.3538   3.4694e+03   7.3118e+04   6.6704e+04   2.1075e+01   1.9227e+01   4.5867e-02   2.6743e-03   1.4977e-01
   1     1.1641     0.0104    10.6122     0.3600     0.7389     2.9245     2.5235     2.4629   3.1167e+03   8.5267e+04   7.4334e+04   2.7358e+01   2.3850e+01   6.8504e-02   2.5031e-03   1.5550e-01
   2     1.2099     0.0099    11.0899     0.4446     0.5002     2.9183     2.4955     2.4292   1.5154e+03   3.2100e+04   2.7566e+04   2.1182e+01   1.8190e+01   7.5992e-02   4.0939e-03   1.5063e-01
   3     1.2929     0.0097    11.5552     0.5460     0.5539     2.8717     2.2356     2.1636   1.9760e+03   2.0730e+04   1.7290e+04   1.0491e+01   8.7498e+00   9.0471e-02   5.1286e-03   1.4696e-01
   4     1.1916     0.0100    10.9387     0.6513     0.5805     2.8913     2.3052     2.2216   1.5993e+03   1.4733e+04   1.1843e+04   9.2125e+00   7.4053e+00   1.0875e-01   6.1341e-03   1.5212e-01
   5     1.3051     0.0098    11.5198     0.7445     0.7383     2.9297     2.0006     1.9028   1.4866e+03   9.6714e+03   7.6502e+03   6.5056e+00   5.1461e+00   1.1668e-01   7.5981e-03   1.4729e-01
   6     1.2283     0.0099    11.1810     0.8367     0.5800     2.9594     1.9109     1.8042   1.1605e+03   5.6583e+03   4.3960e+03   4.8759e+00   3.7882e+00   1.2554e-01   9.9730e-03   1.4977e-01
