#bin         Q2          x          W          z         pt     xs_inc     xs_pip     xs_pim        N_inc        N_pip        N_pim     mulp_pip     mulp_pim         Asym        Astat           Ax
   0     3.1489     0.0099    17.8446     0.2453     0.5611     2.4761     1.3464     1.3181   1.2218e+04   5.0437e+04   4.6775e+04   4.1281e+00   3.8284e+00   3.7667e-02   3.2073e-03   1.2502e-01
   1     3.1084     0.0099    17.6727     0.3449     0.6151     2.4906     1.3315     1.2937   1.1284e+04   3.2733e+04   2.9428e+04   2.9008e+00   2.6080e+00   5.3154e-02   4.0109e-03   1.2571e-01
   2     3.1265     0.0098    17.8726     0.4470     0.6862     2.4847     1.1633     1.1174   1.1304e+04   1.9637e+04   1.7130e+04   1.7372e+00   1.5155e+00   6.8165e-02   5.2152e-03   1.2441e-01
   3     3.1757     0.0099    17.8903     0.5486     0.7024     2.4891     1.0789     1.0269   9.2711e+03   1.1686e+04   9.9177e+03   1.2605e+00   1.0697e+00   8.1867e-02   6.8035e-03   1.2506e-01
   4     3.0954     0.0099    17.6308     0.6454     0.6849     2.4794     1.0386     0.9802   9.5896e+03   7.2187e+03   5.9838e+03   7.5276e-01   6.2399e-01   9.3537e-02   8.7031e-03   1.2579e-01
   5     3.1749     0.0099    17.9023     0.7465     0.7501     2.4838     0.7530     0.6869   8.4981e+03   3.7213e+03   3.0157e+03   4.3790e-01   3.5487e-01   1.0474e-01   1.2183e-02   1.2490e-01
   6     3.1367     0.0098    17.9082     0.8454     0.7983     2.4983     0.4353     0.3609   7.7406e+03   1.5741e+03   1.2470e+03   2.0335e-01   1.6110e-01   1.1593e-01   1.8827e-02   1.2452e-01
