#bin         Q2          x          W          z         pt     xs_inc     xs_pip     xs_pim        N_inc        N_pip        N_pim     mulp_pip     mulp_pim         Asym        Astat           Ax
   0    12.4353     0.0099    35.3570     0.2442     0.6759     2.3853     0.0900     0.0722   2.5512e+07   1.2429e+06   1.1825e+06   4.8718e-02   4.6352e-02   2.4884e-02   6.4210e-04   1.2051e-01
   1    12.4104     0.0099    35.3323     0.3449     0.7271     2.3876     0.0395     0.0151   2.0337e+07   6.5870e+05   6.1440e+05   3.2390e-02   3.0211e-02   3.4798e-02   8.8627e-04   1.2048e-01
   2    12.4064     0.0099    35.3011     0.4446     0.7892     2.3918    -0.0671    -0.0982   1.7074e+07   3.8297e+05   3.5045e+05   2.2430e-02   2.0526e-02   4.4340e-02   1.1677e-03   1.2061e-01
   3    12.3800     0.0099    35.2931     0.5455     0.8051     2.3936    -0.1540    -0.1915   1.3666e+07   2.2179e+05   1.9942e+05   1.6229e-02   1.4592e-02   5.3110e-02   1.5408e-03   1.2046e-01
   4    12.3361     0.0099    35.2305     0.6443     0.8599     2.4079    -0.3293    -0.3726   1.1628e+07   1.2053e+05   1.0664e+05   1.0365e-02   9.1707e-03   6.1156e-02   2.0981e-03   1.2050e-01
   5    12.3341     0.0099    35.1692     0.7442     0.8698     2.4182    -0.5248    -0.5744   9.4768e+06   5.9150e+04   5.1562e+04   6.2415e-03   5.4408e-03   6.8536e-02   3.0054e-03   1.2080e-01
   6    12.3767     0.0099    35.3296     0.8396     0.8724     2.4192    -0.8426    -0.8983   7.4450e+06   2.2699e+04   1.9552e+04   3.0489e-03   2.6261e-03   7.4497e-02   4.8650e-03   1.2032e-01
