#bin         Q2          x          W          z         pt     xs_inc     xs_pip     xs_pim        N_inc        N_pip        N_pim     mulp_pip     mulp_pim         Asym        Astat           Ax
   0     3.1547     0.0099    17.8448     0.2458     0.5876     3.4253     1.9396     1.9159   3.7025e+06   4.6999e+06   4.4310e+06   1.2694e+00   1.1968e+00   2.9457e-02   3.3094e-04   1.4175e-01
   1     3.1546     0.0099    17.8326     0.3459     0.6215     3.4271     1.9166     1.8841   3.2296e+06   2.8380e+06   2.6143e+06   8.7874e-01   8.0950e-01   4.1017e-02   4.2826e-04   1.4185e-01
   2     3.1480     0.0099    17.8345     0.4459     0.6654     3.4261     1.8531     1.8124   2.9768e+06   1.7698e+06   1.5950e+06   5.9452e-01   5.3580e-01   5.1945e-02   5.4516e-04   1.4173e-01
   3     3.1443     0.0099    17.8089     0.5462     0.6823     3.4260     1.7820     1.7336   2.6754e+06   1.1254e+06   9.9386e+05   4.2064e-01   3.7148e-01   6.2052e-02   6.8693e-04   1.4186e-01
   4     3.1323     0.0099    17.7811     0.6456     0.7300     3.4270     1.6379     1.5824   2.5768e+06   6.8998e+05   5.9809e+05   2.6777e-01   2.3211e-01   7.1342e-02   8.8111e-04   1.4191e-01
   5     3.1220     0.0099    17.7451     0.7433     0.7396     3.4262     1.4787     1.4161   2.3474e+06   3.6299e+05   3.0960e+05   1.5464e-01   1.3189e-01   7.9381e-02   1.2193e-03   1.4206e-01
   6     3.1088     0.0100    17.6611     0.8412     0.7264     3.4282     1.2228     1.1526   2.1482e+06   1.5368e+05   1.2911e+05   7.1541e-02   6.0105e-02   8.6874e-02   1.8805e-03   1.4256e-01
