0.05 	3.34716e-06 	4.07624e-08 	-4.36612e-07 	-3.64855e-08 	2.9204e-06 	-4.00756e-08 	-2.32852e-07 	3.58146e-08 	
0.1 	1.24267e-06 	8.47877e-09 	-2.83786e-07 	-5.85025e-09 	1.05043e-06 	-8.4263e-09 	-1.22468e-07 	5.81169e-09 	
0.15 	1.17913e-06 	-1.50594e-08 	-3.41412e-07 	8.45271e-09 	9.88411e-07 	1.5041e-08 	-1.26594e-07 	-8.47412e-09 	
0.2 	1.1596e-06 	-3.16532e-08 	-3.68966e-07 	1.48979e-08 	9.7354e-07 	3.18649e-08 	-1.19548e-07 	-1.50322e-08 	
0.25 	1.07714e-06 	-4.20498e-08 	-3.44886e-07 	1.68352e-08 	9.12274e-07 	4.2538e-08 	-9.78579e-08 	-1.71002e-08 	
0.3 	9.49326e-07 	-4.7097e-08 	-2.87138e-07 	1.61715e-08 	8.16511e-07 	4.79569e-08 	-7.15696e-08 	-1.65332e-08 	
0.35 	8.0386e-07 	-4.7784e-08 	-2.18771e-07 	1.41564e-08 	7.0594e-07 	4.88722e-08 	-4.81976e-08 	-1.45567e-08 	
0.4 	6.57543e-07 	-4.52313e-08 	-1.53721e-07 	1.159e-08 	5.91563e-07 	4.64424e-08 	-3.01471e-08 	-1.19525e-08 	
0.45 	5.1834e-07 	-4.0321e-08 	-9.99422e-08 	8.9244e-09 	4.81071e-07 	4.16027e-08 	-1.75519e-08 	-9.24805e-09 	
0.5 	3.93388e-07 	-3.39983e-08 	-5.9803e-08 	6.49637e-09 	3.76748e-07 	3.52265e-08 	-9.39585e-09 	-6.76234e-09 	
0.55 	2.85348e-07 	-2.71979e-08 	-3.24652e-08 	4.46216e-09 	2.83402e-07 	2.83452e-08 	-4.52145e-09 	-4.6651e-09 	
0.6 	1.95882e-07 	-2.04956e-08 	-1.58102e-08 	2.86624e-09 	2.03097e-07 	2.14397e-08 	-1.88386e-09 	-3.01016e-09 	
0.65 	1.26221e-07 	-1.44627e-08 	-6.73861e-09 	1.70073e-09 	1.36269e-07 	1.51745e-08 	-6.39109e-10 	-1.79727e-09 	
0.65 	1.26104e-07 	-1.44535e-08 	-6.73613e-09 	1.70065e-09 	1.36436e-07 	1.51793e-08 	-6.38921e-10 	-1.79644e-09 	
